comName,howMany,lat,lng,obsDt
Square-tailed Drongo-Cuckoo,2.0,29.8080321,78.5786827,2026-06-23 17:40
White-tailed Iora,2.0,11.732,78.316,2026-06-23 17:38
Cheer Pheasant,2.0,29.63051,79.670459,2026-06-23 17:31
Upland Pipit,2.0,29.63051,79.670459,2026-06-23 17:31
White-winged Redstart,1.0,32.7782812,78.9833092,2026-06-23 17:23
Horned Lark,2.0,32.7782812,78.9833092,2026-06-23 17:23
Bar-headed Goose,6.0,32.7782812,78.9833092,2026-06-23 17:23
Tibetan Lark,2.0,32.7782812,78.9833092,2026-06-23 17:23
Citrine Wagtail,3.0,32.7782812,78.9833092,2026-06-23 17:23
Hill Pigeon,1.0,32.7782812,78.9833092,2026-06-23 17:23
Tibetan Sand-Plover,1.0,32.7782812,78.9833092,2026-06-23 17:23
Gray-throated Martin,2.0,28.7389515,77.2288935,2026-06-23 17:17
Sand Lark,1.0,28.7389515,77.2288935,2026-06-23 17:17
Little Tern,1.0,28.7389515,77.2288935,2026-06-23 17:17
White-naped Woodpecker,1.0,21.863775,79.334214,2026-06-23 17:16
White-capped Redstart,1.0,31.6709268,77.4798651,2026-06-23 17:11
Jungle Bush-Quail,8.0,27.2592754,76.4612045,2026-06-23 17:09
Savanna Nightjar,8.0,27.2592754,76.4612045,2026-06-23 17:09
Robin Accentor,1.0,33.7738679,78.3775377,2026-06-23 17:04
Eurasian Curlew,2.0,8.7731621,78.1582883,2026-06-23 17:03
Rufous-bellied Woodpecker,1.0,29.4286464,79.4231915,2026-06-23 16:42
Eurasian Jay,1.0,29.4286464,79.4231915,2026-06-23 16:42
Chestnut-bellied Rock-Thrush,1.0,29.4286464,79.4231915,2026-06-23 16:42
Red Spurfowl,1.0,24.5924815,72.7230618,2026-06-23 16:37
Large Niltava,4.0,27.9969539,93.7787529,2026-06-23 16:36
Scaly Thrush,1.0,29.423152,79.426421,2026-06-23 16:35
Common Hill Myna,2.0,26.7718593,88.3624363,2026-06-23 16:33
White-rumped Vulture,17.0,22.158897,80.6633377,2026-06-23 16:33
Yellow-vented Flowerpecker,1.0,26.7718593,88.3624363,2026-06-23 16:33
Blue-eared Kingfisher,1.0,17.641555,73.4398783,2026-06-23 16:33
Plain Flowerpecker,1.0,26.7718593,88.3624363,2026-06-23 16:33
Common Pochard,1.0,34.1357604,77.5033986,2026-06-23 16:32
Red-crested Pochard,16.0,34.1357604,77.5033986,2026-06-23 16:32
Pallas's Gull,1.0,33.9086963,78.2786557,2026-06-23 16:28
White-throated Tit,2.0,31.6412112,77.3865004,2026-06-23 16:19
Gray-crested Tit,2.0,31.6412112,77.3865004,2026-06-23 16:19
Variegated Laughingthrush,1.0,30.4115881,78.2889068,2026-06-23 16:05
Rufous Woodpecker,2.0,13.0249934,74.7954711,2026-06-23 16:03
Spot-winged Grosbeak,7.0,30.077099,80.2331625,2026-06-23 15:42
Whiskered Yuhina,5.0,30.077099,80.2331625,2026-06-23 15:42
Chestnut-headed Bee-eater,3.0,10.7940298,76.6100478,2026-06-23 15:15
White-bellied Sea-Eagle,1.0,17.4817742,73.2218825,2026-06-23 15:13
Ibisbill,1.0,33.8145253,75.252099,2026-06-23 15:04
Great Hornbill,2.0,29.337228,79.327399,2026-06-23 15:03
Streak-throated Woodpecker,1.0,11.9448988,76.2369991,2026-06-23 15:00
Malabar Starling,4.0,11.9448988,76.2369991,2026-06-23 15:00
Black-throated Prinia,3.0,27.488885,93.8701917,2026-06-23 14:49
Himalayan Cuckoo,1.0,30.524219,79.093399,2026-06-23 14:35
Collared Falconet,1.0,26.8340995,88.3419335,2026-06-23 14:24
White-capped Bunting,1.0,34.188002,74.828222,2026-06-23 14:12
Siberian Stonechat,1.0,34.188002,74.828222,2026-06-23 14:12
European Bee-eater,4.0,34.188002,74.828222,2026-06-23 14:12
Koklass Pheasant,1.0,30.495534,79.181615,2026-06-23 14:06
Himalayan Monal,1.0,30.495534,79.181615,2026-06-23 14:06
White-collared Blackbird,2.0,30.495534,79.181615,2026-06-23 14:06
Square-tailed Bulbul,3.0,8.451408,77.4083485,2026-06-23 13:11
Upland Buzzard,1.0,32.7885435,79.0043464,2026-06-23 13:05
Eurasian Eagle-Owl,1.0,32.7885435,79.0043464,2026-06-23 13:05
Common Merganser,5.0,32.7885435,79.0043464,2026-06-23 13:05
Common Redshank,2.0,32.7885435,79.0043464,2026-06-23 13:05
Common Raven,2.0,32.7885435,79.0043464,2026-06-23 13:05
Terek Sandpiper,1.0,19.3708002,72.7619952,2026-06-23 12:33
Hill Swallow,3.0,11.3215847,76.5982119,2026-06-23 12:33
Nilgiri Flowerpecker,1.0,10.11754,76.67223,2026-06-23 12:15
Indian Yellow Tit,1.0,13.5338606,75.3674254,2026-06-23 12:03
Black-backed Dwarf-Kingfisher,1.0,17.4707848,73.2196843,2026-06-23 11:50
Yellow-browed Bulbul,3.0,15.9623193,73.9976835,2026-06-23 11:30
Blue-bearded Bee-eater,2.0,15.722163,73.9789027,2026-06-23 11:15
Collared Owlet,1.0,30.5300999,79.5615732,2026-06-23 11:05
Greenish Warbler,1.0,33.828174,77.6728774,2026-06-23 10:39
Chukar,1.0,33.828174,77.6728774,2026-06-23 10:39
Brown Accentor,2.0,34.2232684,77.8561314,2026-06-23 10:37
Tibetan Partridge,2.0,34.2232684,77.8561314,2026-06-23 10:37
Great Crested Grebe,1.0,33.9086963,78.2786557,2026-06-23 10:36
Palani Laughingthrush,3.0,10.2504341,77.4820571,2026-06-23 10:33
Chestnut-tailed Minla,6.0,30.4826812,79.2230344,2026-06-23 10:30
Stripe-throated Yuhina,7.0,30.4826812,79.2230344,2026-06-23 10:30
Lesser Adjutant,1.0,23.2232589,85.0662397,2026-06-23 10:30
European Roller,1.0,34.4845234,74.3931691,2026-06-23 10:06
Himalayan Griffon,2.0,32.2530413,76.3255942,2026-06-23 09:55
Mountain Scops-Owl,1.0,27.229597,88.594603,2026-06-23 09:54
Eurasian Crag-Martin,1.0,33.2691205,78.4687972,2026-06-23 09:53
Bonelli's Eagle,1.0,10.9362234,76.9714879,2026-06-23 09:29
Western Tragopan,2.0,31.638198,77.4289678,2026-06-23 09:28
Himalayan Bluetail,2.0,31.638198,77.4289678,2026-06-23 09:28
Rufous-gorgeted Flycatcher,2.0,31.638198,77.4289678,2026-06-23 09:28
Slaty-blue Flycatcher,1.0,31.638198,77.4289678,2026-06-23 09:28
Velvet-fronted Nuthatch,1.0,17.8538611,81.6543624,2026-06-23 09:17
Pink-browed Rosefinch,1.0,31.0284725,78.747485,2026-06-23 08:55
Himalayan Buzzard,1.0,31.0284725,78.747485,2026-06-23 08:55
Rock Bush-Quail,5.0,21.9081701,77.1298149,2026-06-23 08:46
Indian Courser,2.0,8.4168476,77.7733111,2026-06-23 08:25
Chestnut-bellied Sandgrouse,15.0,8.4168476,77.7733111,2026-06-23 08:25
Plaintive Cuckoo,1.0,28.0269311,93.7577293,2026-06-23 08:19
Oriental Pratincole,17.0,20.1886825,79.3223015,2026-06-23 08:11
Hoary-throated Barwing,2.0,26.9946244,88.2854998,2026-06-23 08:06
Scaly Laughingthrush,1.0,26.9946244,88.2854998,2026-06-23 08:06
Whistler's Warbler,1.0,26.9946244,88.2854998,2026-06-23 08:06
Black-throated Parrotbill,5.0,26.9946244,88.2854998,2026-06-23 08:06
Gray-sided Laughingthrush,7.0,26.9946244,88.2854998,2026-06-23 08:06
Spotted Laughingthrush,3.0,26.9946244,88.2854998,2026-06-23 08:06
Rusty-flanked Treecreeper,2.0,26.9946244,88.2854998,2026-06-23 08:06
Aberrant Bush Warbler,2.0,26.9946244,88.2854998,2026-06-23 08:06
Oriental Scops-Owl,1.0,24.8387765,92.7414966,2026-06-23 08:00
Nilgiri Laughingthrush,,11.3352274,76.7109241,2026-06-23 08:00
Green-billed Malkoha,1.0,24.8387765,92.7414966,2026-06-23 08:00
Black-chinned Yuhina,5.0,28.0303997,93.7528976,2026-06-23 07:50
Golden-throated Barbet,1.0,28.0303997,93.7528976,2026-06-23 07:50
Nepal Fulvetta,1.0,28.0303997,93.7528976,2026-06-23 07:50
Plume-toed Swiftlet,2.0,11.6139771,92.7289029,2026-06-23 07:41
Andaman Coucal,1.0,11.6139771,92.7289029,2026-06-23 07:41
Thick-billed Flowerpecker,1.0,10.9362234,76.9714879,2026-06-23 07:39
Oriental Cuckooshrike,1.0,30.3224368,77.996998,2026-06-23 07:33
Banded Bay Cuckoo,1.0,19.3984921,73.266438,2026-06-23 07:33
Common Swift,4.0,34.1235704,77.5160048,2026-06-23 07:23
Fire-fronted Serin,50.0,34.1235704,77.5160048,2026-06-23 07:23
Mongolian Finch,24.0,34.1235704,77.5160048,2026-06-23 07:23
Gray-throated Babbler,3.0,28.0295824,93.7529798,2026-06-23 07:19
Yellow-throated Fulvetta,1.0,28.0295824,93.7529798,2026-06-23 07:19
Chestnut-eared Bunting,1.0,34.1078911,74.8772097,2026-06-23 07:18
European Starling,2.0,34.1078911,74.8772097,2026-06-23 07:18
Scaly-bellied Woodpecker,1.0,34.1078911,74.8772097,2026-06-23 07:18
Gray-headed Fish-Eagle,1.0,21.8257243,79.3192649,2026-06-23 07:16
Peregrine Falcon,1.0,22.2967083,77.9412569,2026-06-23 07:07
Graylag Goose,25.0,28.59253,77.22044,2026-06-23 06:32
Great Gray Shrike,2.0,23.2040375,68.8097334,2026-06-23 06:15
Golden Eagle,1.0,31.8604279,77.1082735,2026-06-23 06:10
Blue Rock-Thrush,1.0,34.2546326,77.8194116,2026-06-23 06:00
Wallcreeper,1.0,34.2546326,77.8194116,2026-06-23 06:00
Western House-Martin,4.0,34.2546326,77.8194116,2026-06-23 06:00
Gray Wagtail,1.0,30.3995312,78.0814192,2026-06-23 05:59
Painted Spurfowl,4.0,15.3363797,76.4604537,2026-06-23 05:45
Yellow-throated Bulbul,6.0,15.3363797,76.4604537,2026-06-23 05:45
Brown Crake,1.0,15.3363797,76.4604537,2026-06-23 05:45
Striated Grassbird,2.0,22.3626971,88.3906103,2026-06-23 05:32
Bristled Grassbird,1.0,22.3626971,88.3906103,2026-06-23 05:32
Nilgiri Flycatcher,1.0,11.382291,76.740213,2026-06-22 22:20
Jerdon's Nightjar,1.0,12.5958089,78.6290587,2026-06-22 21:35
Brown Fish-Owl,1.0,26.062108,76.4378339,2026-06-22 20:21
Lesser Flamingo,1.0,26.4766426,74.6209431,2026-06-22 19:38
Slaty-legged Crake,,19.067309,73.3836,2026-06-22 19:14
Streaked Weaver,1.0,28.4797633,76.9182658,2026-06-22 19:05
Black-necked Stork,2.0,28.9097575,77.2521552,2026-06-22 19:01
Dollarbird,2.0,30.2685192,78.0784607,2026-06-22 19:00
Common Sandpiper,5.0,22.993768,72.5563455,2026-06-22 18:01
White-browed Tit-Warbler,3.0,34.2778352,77.8518281,2026-06-22 18:00
Alpine Swift,1.0,34.158733,74.901763,2026-06-22 17:42
Tibetan Blackbird,4.0,34.158733,74.901763,2026-06-22 17:42
Pygmy Cupwing,1.0,30.077099,80.2331625,2026-06-22 17:41
Common Greenshank,1.0,26.4766426,74.6209431,2026-06-22 17:15
Chestnut-capped Babbler,1.0,26.6992864,92.8346336,2026-06-22 17:02
Rufous-tailed Lark,2.0,26.5384858,74.6804453,2026-06-22 17:00
Striated Yuhina,18.0,25.2809005,91.5733512,2026-06-22 16:59
Indian Nuthatch,1.0,11.561377,76.642934,2026-06-22 16:49
Barred Cuckoo-Dove,2.0,25.2567076,91.5688167,2026-06-22 16:49
Spot-throated Babbler,1.0,23.6668983,93.2867799,2026-06-22 16:29
Tawny Fish-Owl,2.0,29.3678412,79.5772307,2026-06-22 16:27
Crested Goshawk,1.0,15.7997987,73.8689649,2026-06-22 16:15
Rufous-crowned Prinia,2.0,23.6668983,93.2867799,2026-06-22 16:11
Gray-headed Parakeet,3.0,23.6668983,93.2867799,2026-06-22 16:11
Flavescent Bulbul,6.0,23.6668983,93.2867799,2026-06-22 16:11
Little Owl,3.0,33.3139945,77.9982948,2026-06-22 16:09
Brown-headed Gull,50.0,33.3139945,77.9982948,2026-06-22 16:09
Tibetan Sandgrouse,1.0,33.3139945,77.9982948,2026-06-22 16:09
Hume's Lark,1.0,33.3139945,77.9982948,2026-06-22 16:09
Blanford's Snowfinch,3.0,33.3139945,77.9982948,2026-06-22 16:09
Common Tern,4.0,33.3139945,77.9982948,2026-06-22 16:09
Ground Tit,4.0,33.3139945,77.9982948,2026-06-22 16:09
Kashmir Flycatcher,1.0,34.0819955,74.8401976,2026-06-22 15:50
White-throated Dipper,2.0,34.2557984,77.8680867,2026-06-22 15:50
Blue-naped Pitta,2.0,23.6668983,93.2867799,2026-06-22 15:47
Sultan Tit,3.0,27.2184997,88.6063251,2026-06-22 15:43
Greater Necklaced Laughingthrush,3.0,27.2184997,88.6063251,2026-06-22 15:43
Yellow-vented Warbler,2.0,27.2184997,88.6063251,2026-06-22 15:43
Yellow-bellied Warbler,2.0,27.2184997,88.6063251,2026-06-22 15:43
Lesser Coucal,3.0,29.1235366,79.4935162,2026-06-22 15:42
Himalayan Flameback,2.0,29.3787813,78.9249634,2026-06-22 15:40
Gray-crowned Goldfinch,3.0,31.559275,77.8819183,2026-06-22 15:30
Nepal House-Martin,5.0,23.6663234,93.2861483,2026-06-22 15:27
White-browed Shrike-Babbler,2.0,23.6663234,93.2861483,2026-06-22 15:27
Mountain Imperial-Pigeon,2.0,23.6663234,93.2861483,2026-06-22 15:27
Gray Sibia,3.0,23.6663234,93.2861483,2026-06-22 15:27
Striped Laughingthrush,2.0,23.6663234,93.2861483,2026-06-22 15:27
Chestnut-winged Cuckoo,1.0,26.8316068,88.3445056,2026-06-22 15:26
Large Woodshrike,2.0,26.8316068,88.3445056,2026-06-22 15:26
Chestnut-headed Tesia,1.0,31.638198,77.4289678,2026-06-22 15:19
Eurasian Sparrowhawk,1.0,31.638198,77.4289678,2026-06-22 15:19
Gray-sided Bush Warbler,1.0,31.638198,77.4289678,2026-06-22 15:19
Red-headed Bullfinch,2.0,31.638198,77.4289678,2026-06-22 15:19
Pin-striped Tit-Babbler,5.0,25.4600866,91.7643458,2026-06-22 15:15
Gray-fronted Green-Pigeon,1.0,17.3322422,73.3468905,2026-06-22 14:23
Yellow-billed Chough,1.0,34.3300206,75.5712427,2026-06-22 14:19
Ruddy Turnstone,2.0,9.1498052,79.4507707,2026-06-22 14:01
Great Myna,4.0,26.926382,92.642561,2026-06-22 13:30
Black-headed Mountain Finch,5.0,33.3605499,78.018985,2026-06-22 12:36
Great Rosefinch,3.0,33.3605499,78.018985,2026-06-22 12:36
Little Spiderhunter,1.0,14.734067,74.7581971,2026-06-22 12:05
Gray-bellied Tesia,1.0,27.3202467,88.169705,2026-06-22 12:03
Snowy-browed Flycatcher,1.0,27.3202467,88.169705,2026-06-22 12:03
Tawny Owl,1.0,33.939472,74.816502,2026-06-22 12:00
Malabar Trogon,3.0,15.6519558,74.116343,2026-06-22 11:37
Lesser Shortwing,1.0,25.3337735,91.5946537,2026-06-22 11:34
Spotted Elachura,1.0,25.3337735,91.5946537,2026-06-22 11:34
Black-tailed Godwit,1.0,21.4210489,72.683355,2026-06-22 11:30
Plain Mountain Finch,3.0,34.786929,76.974669,2026-06-22 11:13
Short-billed Minivet,2.0,28.8295581,95.8828478,2026-06-22 11:13
Little Pied Flycatcher,1.0,28.8295581,95.8828478,2026-06-22 11:13
Gray-cheeked Warbler,1.0,28.8295581,95.8828478,2026-06-22 11:13
Streaked Spiderhunter,1.0,28.8295581,95.8828478,2026-06-22 11:13
White-naped Tit,2.0,27.1260277,74.8257285,2026-06-22 11:08
Rufous-breasted Accentor,1.0,31.38349,78.35571,2026-06-22 10:57
Rusty-capped Fulvetta,3.0,25.3488849,91.6090771,2026-06-22 10:57
Assam Laughingthrush,2.0,25.3488849,91.6090771,2026-06-22 10:57
Kashmir Nuthatch,2.0,33.8278416,74.6701878,2026-06-22 10:46
Osprey,2.0,9.86137,76.27773,2026-06-22 10:45
Indian Swiftlet,20.0,10.2416739,77.4834893,2026-06-22 10:35
Snow Pigeon,2.0,32.438896,77.754488,2026-06-22 10:24
Abbott's Babbler,2.0,26.685077,91.0147801,2026-06-22 10:03
Western Hooded Pitta,2.0,26.685077,91.0147801,2026-06-22 10:03
Blyth's Paradise-Flycatcher,2.0,26.685077,91.0147801,2026-06-22 10:03
Spot-winged Starling,2.0,29.3409247,79.5324248,2026-06-22 10:03
Ruddy Kingfisher,2.0,26.685077,91.0147801,2026-06-22 10:03
Gray-lored Broadbill,4.0,26.685077,91.0147801,2026-06-22 10:03
House Swift,6.0,26.9742504,88.7006736,2026-06-22 09:30
Great Slaty Woodpecker,3.0,29.2843402,79.3480039,2026-06-22 09:28
Tawny-breasted Wren-Babbler,4.0,25.3754683,91.6383577,2026-06-22 09:23
Hume's Warbler,1.0,33.8278416,74.6701878,2026-06-22 09:10
Kashmir Nutcracker,1.0,33.8278416,74.6701878,2026-06-22 09:10
Tytler's Leaf Warbler,1.0,33.8278416,74.6701878,2026-06-22 09:10
Blue-capped Redstart,2.0,31.0037857,78.7031074,2026-06-22 08:39
Gray-headed Bulbul,2.0,15.4387049,74.2515046,2026-06-22 08:38
Sirkeer Malkoha,1.0,23.683638,86.130615,2026-06-22 08:26
Pied Wheatear,4.0,31.6603951,78.4436703,2026-06-22 08:17
Malabar Imperial-Pigeon,1.0,11.8255278,75.8502524,2026-06-22 08:16
Flame-throated Bulbul,1.0,11.8255278,75.8502524,2026-06-22 08:16
Besra,1.0,15.8071354,73.9522428,2026-06-22 07:59
Black-and-orange Flycatcher,1.0,11.4311633,76.8471912,2026-06-22 07:51
Goldcrest,1.0,33.8278416,74.6701878,2026-06-22 07:47
Ashy-headed Green-Pigeon,5.0,26.5787118,93.4073997,2026-06-22 07:25
Thick-billed Green-Pigeon,1.0,26.5787118,93.4073997,2026-06-22 07:25
White-throated Bulbul,1.0,26.5787118,93.4073997,2026-06-22 07:25
Blue-eared Barbet,2.0,26.5787118,93.4073997,2026-06-22 07:25
Black-backed Forktail,1.0,26.5787118,93.4073997,2026-06-22 07:25
Brown Wood-Owl,3.0,29.3531265,79.5259655,2026-06-22 07:20
White-bellied Sholakili,1.0,10.0874471,77.0907703,2026-06-22 07:19
Dark-sided Flycatcher,2.0,33.8278416,74.6701878,2026-06-22 07:16
Roseate Tern,2.0,9.1344856,76.4624728,2026-06-22 07:06
White-bellied Erpornis,2.0,28.0407517,95.3199359,2026-06-22 06:34
Spectacled Finch,5.0,31.2419142,77.5002718,2026-06-22 06:34
Ashy-throated Warbler,2.0,31.2419142,77.5002718,2026-06-22 06:34
Crested Finchbill,6.0,25.4460294,91.7487042,2026-06-22 06:30
Red-faced Liocichla,2.0,25.4460294,91.7487042,2026-06-22 06:30
Spot-breasted Scimitar-Babbler,4.0,25.4460294,91.7487042,2026-06-22 06:30
Fulvous Whistling-Duck,8.0,16.5581185,81.4962098,2026-06-22 06:21
Little Forktail,1.0,31.8604279,77.1082735,2026-06-22 06:15
Swamp Francolin,1.0,26.8420133,94.1093143,2026-06-22 05:58
Rosy Minivet,1.0,26.58167,93.4034223,2026-06-22 05:54
Himalayan Rubythroat,5.0,31.355536,78.40674,2026-06-22 05:39
Olive-backed Pipit,2.0,31.355536,78.40674,2026-06-22 05:39
Large-billed Leaf Warbler,1.0,31.355536,78.40674,2026-06-22 05:39
Himalayan Beautiful Rosefinch,5.0,31.355536,78.40674,2026-06-22 05:39
White-bellied Redstart,3.0,31.355536,78.40674,2026-06-22 05:39
Pin-tailed Green-Pigeon,1.0,27.0042719,88.6798149,2026-06-22 05:37
Gray-chinned Minivet,1.0,27.0042719,88.6798149,2026-06-22 05:37
Rufous-bellied Eagle,1.0,27.0042719,88.6798149,2026-06-22 05:37
Dalmatian Pelican,1.0,26.4766426,74.6209431,2026-06-21 18:33
Great White Pelican,4.0,26.4766426,74.6209431,2026-06-21 18:33
White-bellied Blue Flycatcher,2.0,14.7725333,74.7406783,2026-06-21 18:13
Water Pipit,2.0,34.4644682,74.0331956,2026-06-21 17:56
Eurasian Hobby,1.0,31.2721228,77.4897349,2026-06-21 17:36
Kentish Plover,5.0,18.2967912,74.1916555,2026-06-21 17:31
White-browed Scimitar-Babbler,2.0,29.3522734,79.5263929,2026-06-21 17:06
Marsh Sandpiper,3.0,26.4766426,74.6209431,2026-06-21 17:00
Painted Bush-Quail,2.0,11.470954,76.912637,2026-06-21 16:51
Malabar Lark,1.0,19.2129622,73.4693859,2026-06-21 16:35
Chestnut Munia,8.0,26.8303885,94.1259603,2026-06-21 16:24
White-gorgeted Flycatcher,2.0,23.6625518,93.2842965,2026-06-21 16:03
White-browed Piculet,1.0,27.2190147,88.4906159,2026-06-21 14:51
White-rumped Spinetail,3.0,12.0146799,75.9934931,2026-06-21 14:22
Scarlet-backed Flowerpecker,1.0,26.7202834,93.9701467,2026-06-21 14:00
Little Bittern,3.0,34.0121511,74.9223375,2026-06-21 13:10
Black-naped Tern,2.0,11.6733456,92.7351237,2026-06-21 12:44
White-nest Swiftlet,1.0,11.715797,92.732753,2026-06-21 12:03
Andaman Shama,1.0,11.715797,92.732753,2026-06-21 12:03
Rosy Starling,3.0,23.3038,72.5716,2026-06-21 11:10
Jungle Nightjar,1.0,19.7278646,73.0112427,2026-06-21 11:00
Pacific Reef-Heron,1.0,11.6615899,92.755761,2026-06-21 10:59
Himalayan Cutia,1.0,27.0211946,88.6585317,2026-06-21 10:39
Blue-winged Laughingthrush,1.0,27.0211946,88.6585317,2026-06-21 10:39
Rufescent Prinia,2.0,25.3695788,91.6313041,2026-06-21 10:08
Carrion Crow,1.0,34.1170267,77.5433285,2026-06-21 10:00
Crab-Plover,1.0,9.0216004,76.517399,2026-06-21 09:43
Orange Bullfinch,2.0,33.57891,75.51134,2026-06-21 09:30
Rosy Pipit,2.0,33.57891,75.51134,2026-06-21 09:30
Eurasian Wren,2.0,33.57891,75.51134,2026-06-21 09:30
Tickell's Leaf Warbler,1.0,33.57891,75.51134,2026-06-21 09:30
Tibetan Snowcock,1.0,34.0296485,77.9219872,2026-06-21 09:28
Himalayan Snowcock,3.0,34.0296485,77.9219872,2026-06-21 09:28
Alpine Accentor,3.0,34.0296485,77.9219872,2026-06-21 09:28
White-bellied Woodpecker,1.0,11.8211094,75.8455586,2026-06-21 09:27
Dark-fronted Babbler,4.0,11.8211094,75.8455586,2026-06-21 09:27
Pied Imperial-Pigeon,3.0,11.687941,92.724129,2026-06-21 09:19
Rufous-capped Babbler,2.0,28.791057,95.898836,2026-06-21 09:09
Mrs. Gould's Sunbird,2.0,30.9172585,78.666522,2026-06-21 09:04
Brown Bullfinch,2.0,30.9172585,78.666522,2026-06-21 09:04
Indochinese Roller,1.0,26.5866083,93.4278524,2026-06-21 09:00
Red-fronted Rosefinch,1.0,34.0296485,77.9219872,2026-06-21 08:21
Dark-necked Tailorbird,1.0,25.9588258,91.5517417,2026-06-21 07:50
Ruby-cheeked Sunbird,2.0,25.9588258,91.5517417,2026-06-21 07:50
Tawny Eagle,2.0,12.2961557,77.4406928,2026-06-21 07:45
Slender-billed Gull,3.0,10.2795159,79.8251045,2026-06-21 07:39
Brown-backed Needletail,2.0,8.7573511,77.1163609,2026-06-21 06:57
Wayanad Laughingthrush,4.0,9.6000864,77.1686792,2026-06-21 06:54
Slaty-breasted Rail,1.0,26.5862361,93.4517296,2026-06-21 06:29
Rufous-fronted Babbler,1.0,26.5862361,93.4517296,2026-06-21 06:29
Red-tailed Minla,1.0,27.014878,88.6740365,2026-06-21 06:21
Green Cochoa,1.0,27.014878,88.6740365,2026-06-21 06:21
Hodgson's Treecreeper,2.0,33.597671,75.46586,2026-06-21 05:54
White-winged Grosbeak,3.0,33.597671,75.46586,2026-06-21 05:54
Black-naped Oriole,1.0,11.6753394,92.7612363,2026-06-21 05:28
Collared Kingfisher,1.0,11.6753394,92.7612363,2026-06-21 05:28
Long-tailed Parakeet,5.0,11.6753394,92.7612363,2026-06-21 05:28
Slaty-backed Forktail,,26.9114086,88.4063708,2026-06-20 21:58
Rufous-necked Hornbill,,26.9114086,88.4063708,2026-06-20 21:58
Red-headed Trogon,,26.9114086,88.4063708,2026-06-20 21:58
Black-eared Shrike-Babbler,,27.3730928,88.2252222,2026-06-20 19:34
Pied Thrush,3.0,30.075043,80.2317381,2026-06-20 17:59
Mountain Hawk-Eagle,1.0,30.170522,78.867567,2026-06-20 16:54
Booted Eagle,1.0,34.0848229,77.608543,2026-06-20 16:48
Northern Shoveler,1.0,11.9033225,77.7418904,2026-06-20 16:06
Greater Adjutant,45.0,26.1087517,91.691957,2026-06-20 15:31
Orange-breasted Green-Pigeon,2.0,17.6060661,81.6951782,2026-06-20 15:11
Pale-capped Pigeon,1.0,17.6060661,81.6951782,2026-06-20 15:11
Rufous-vented Tit,1.0,27.014878,88.6740365,2026-06-20 14:00
Yellow-cheeked Tit,3.0,27.014878,88.6740365,2026-06-20 14:00
Alpine Thrush,2.0,27.2978402,88.8172765,2026-06-20 11:00
Blue-fronted Redstart,1.0,27.2978402,88.8172765,2026-06-20 11:00
Golden Bush-Robin,1.0,27.2978402,88.8172765,2026-06-20 11:00
Rufous-breasted Bush-Robin,1.0,27.2978402,88.8172765,2026-06-20 11:00
Malayan Night Heron,2.0,26.685077,91.0147801,2026-06-20 10:15
Black-bellied Plover,2.0,8.1103715,77.4724469,2026-06-20 09:28
Himalayan White-browed Rosefinch,2.0,27.3743879,88.7513308,2026-06-20 08:54
White-browed Fulvetta,3.0,27.3743879,88.7513308,2026-06-20 08:54
Fire-tailed Sunbird,2.0,27.3743879,88.7513308,2026-06-20 08:54
Blue-winged Leafbird,1.0,26.0932509,91.7490269,2026-06-20 08:35
Black Baza,1.0,26.0932509,91.7490269,2026-06-20 08:35
Pale-chinned Flycatcher,2.0,26.0932509,91.7490269,2026-06-20 08:35
Brown Hornbill,2.0,27.297283,95.488248,2026-06-20 08:32
Red-billed Tropicbird,1.0,9.1344856,76.4624728,2026-06-20 07:32
Eurasian Wigeon,2.0,34.1357604,77.5033986,2026-06-20 06:51
Gadwall,6.0,34.1357604,77.5033986,2026-06-20 06:51
Pale-headed Woodpecker,1.0,26.0932509,91.7490269,2026-06-20 06:47
White-winged Duck,2.0,27.343183,95.479217,2026-06-20 06:37
Black-faced Laughingthrush,4.0,27.2388499,88.7880111,2026-06-20 06:30
Great Parrotbill,2.0,27.2388499,88.7880111,2026-06-20 06:30
Fire-tailed Myzornis,2.0,27.2388499,88.7880111,2026-06-20 06:30
Dark-rumped Rosefinch,2.0,27.2388499,88.7880111,2026-06-20 06:30
Fulvous Parrotbill,2.0,27.2388499,88.7880111,2026-06-20 06:30
White-browed Bush-Robin,2.0,27.2388499,88.7880111,2026-06-20 06:30
Gold-naped Finch,2.0,27.2388499,88.7880111,2026-06-20 06:30
Black Tern,1.0,9.1344856,76.4624728,2026-06-20 06:22
Long-billed Pipit,2.0,18.4142725,73.9530824,2026-06-20 06:13
Chinese Rubythroat,1.0,32.7611336,78.9773909,2026-06-20 06:09
Collared Scops-Owl,1.0,27.5652315,95.5479106,2026-06-19 22:45
Sulphur-bellied Warbler,1.0,34.036067,78.166888,2026-06-19 18:08
Scarlet Finch,2.0,30.5362202,79.4558055,2026-06-19 16:46
Jerdon's Baza,2.0,26.8316068,88.3445056,2026-06-19 14:53
Gray-backed Shrike,2.0,27.3742278,88.7578553,2026-06-19 14:19
Eurasian Wryneck,1.0,31.386493,78.3532,2026-06-19 11:57
Cachar Wedge-billed Babbler,1.0,27.939465,96.37083,2026-06-19 11:18
Rufous-throated Partridge,2.0,29.372187,79.6109,2026-06-19 11:15
Lesser Racket-tailed Drongo,1.0,29.372187,79.6109,2026-06-19 11:15
